variante,MAE,MAE_réf,gain_global,lo_global,hi_global,lob_global,p_global,n_global,verdict_global,gain_froid,lo_froid,hi_froid,lob_froid,p_froid,n_froid,verdict_froid,gain_grand_froid,lo_grand_froid,hi_grand_froid,lob_grand_froid,p_grand_froid,n_grand_froid,verdict_grand_froid
add_dyn,914.0800286720371,933.3818568745687,2.073842870297228,-0.22234007451593207,4.153479922213221,-1.126032381940961,0.0375,731,⚪,-0.984461861660044,-9.63390396401365,6.204853067442983,-13.208436300597178,0.5625,35,⚪,-6.113665442791091,,,,,4,n/a
add_hdd,929.1021590681266,933.3818568745687,0.4660429346806087,-2.3778295701791103,2.9604778867529062,-3.6938544431267597,0.371,731,⚪,1.1578008872545298,-5.738176712785928,6.8697246044540385,-8.782346064279016,0.352,35,⚪,-2.9238758189745364,,,,,4,n/a
add_ressenti,936.5700663190231,933.3818568745687,-0.3357917066331558,-2.6080223850543853,1.6784481467341947,-3.7328492008490155,0.616,731,⚪,-5.2461964980401286,-16.43396281547898,3.924041076928525,-20.751135785910172,0.833,35,⚪,-5.0844319707862935,,,,,4,n/a
add_astro,929.675987312739,933.3818568745687,0.3945193338411029,-1.6299542554661628,2.438780775355111,-2.3746469999418975,0.3555,731,⚪,4.965809090749092,1.0648173556789609,8.836181317195967,-0.42990657773972835,0.0055,35,🟡,6.923920816888378,,,,,4,n/a
add_cal,909.891346590545,933.3818568745687,2.521992468431878,0.6831271373513808,4.4275038321402125,-0.2776429579429707,0.005,731,🟡,0.7648094547673169,-3.7612812928921575,5.922821931040243,-5.599666312312478,0.371,35,⚪,2.0759987820162937,,,,,4,n/a
add_nowcast,901.5740347925478,933.3818568745687,3.40890592575101,0.3512987508230087,6.378799059984458,-1.0195919500072792,0.0145,731,🟡,4.878509680557858,-6.9654244111761985,14.720950937381117,-11.594476238794705,0.1925,35,⚪,6.075584738874695,,,,,4,n/a
add_inter,933.8998892900416,933.3818568745687,-0.05626967499340414,-2.2883033292534187,2.196267170849965,-3.1404876881378128,0.5205,731,⚪,0.8436556245747144,-3.1120428381470817,5.937751919517815,-4.414590366843176,0.3525,35,⚪,3.9555495023126483,,,,,4,n/a
add_spatial_hdd,916.0520987328969,933.3818568745687,1.8622502111795196,-0.483881881431247,4.300595922688965,-1.539657825616122,0.0685,731,⚪,6.249732129272753,-2.996875957137384,14.88520317300425,-6.032712573935724,0.094,35,⚪,2.9833927455774267,,,,,4,n/a
add_spatial_villes,912.7647743444854,933.3818568745687,2.2085657730814194,-0.03785182617623948,4.341548544425819,-0.9761637446013988,0.028,731,⚪,8.969645751234172,1.4495400120066901,15.084004932415152,-1.187251203907203,0.008,35,🟡,1.9905977786792415,,,,,4,n/a
